item_id,name,category,effect,sprite
379,tm75,all-machines,Teaches Swords Dance to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
380,tm76,all-machines,Teaches Stealth Rock to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
381,tm77,all-machines,Teaches Psych Up to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
382,tm78,all-machines,Teaches Captivate to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
383,tm79,all-machines,Teaches Dark Pulse to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
384,tm80,all-machines,Teaches Rock Slide to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
385,tm81,all-machines,Teaches X-Scissor to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
386,tm82,all-machines,Teaches Sleep Talk to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
387,tm83,all-machines,Teaches Natural Gift to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
388,tm84,all-machines,Teaches Poison Jab to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
389,tm85,all-machines,Teaches Dream Eater to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
390,tm86,all-machines,Teaches Grass Knot to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
391,tm87,all-machines,Teaches Swagger to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
392,tm88,all-machines,Teaches Pluck to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
393,tm89,all-machines,Teaches U-Turn to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
394,tm90,all-machines,Teaches Substitute to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
395,tm91,all-machines,Teaches Flash Cannon to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
396,tm92,all-machines,Teaches Trick Room to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
397,hm01,all-machines,Teaches Cut to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
398,hm02,all-machines,Teaches Fly to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
399,hm03,all-machines,Teaches Surf to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
400,hm04,all-machines,Teaches Strength to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
401,hm05,all-machines,Teaches Defog to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
402,hm06,all-machines,Teaches Rock Smash to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
403,hm07,all-machines,Teaches Waterfall to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
404,hm08,all-machines,Teaches Rock Climb to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
405,explorer-kit,gameplay,Sends the trainer to the Underground.  Only usable outside.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/explorer-kit.png
406,loot-sack,unused,Unused.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/loot-sack.png
407,rule-book,unused,Unused.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rule-book.png
408,poke-radar,gameplay,"Designates several nearby patches of grass as containing Pokémon, some of which may be special radar-only Pokémon.  Successive uses in a certain way create chains of encounters with the same species; longer chains increase the chance that a shiny Pokémon of that species will appear.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poke-radar.png
409,point-card,gameplay,Tracks Battle Points.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/point-card.png
410,journal,gameplay,Records some of the trainer’s activities for the day.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/journal.png
411,seal-case,gameplay,Contains Seals used for decorating Pokéballs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/seal-case.png
412,fashion-case,gameplay,Contains Pokémon Accessories.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fashion-case.png
413,seal-bag,unused,Unused.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/seal-bag.png
414,pal-pad,gameplay,"Contains friend codes for up to 32 other players, as well as their sprite, gender, and basic statistics for those that have been seen on WFC.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pal-pad.png
415,works-key,plot-advancement,Opens the front door of the Valley Windworks.  Reusable.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/works-key.png
416,old-charm,plot-advancement,Given to Cynthia’s grandmother to get the Surf HM.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-charm.png
417,galactic-key,plot-advancement,Grants access to Galactic HQ in Veilstone City.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/galactic-key.png
418,red-chain,unused,Unused.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-chain.png
419,town-map,gameplay,"Displays a map of the region including the trainer’s position, location names, visited towns, gym locations, and where the trainer has been walking recently.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/town-map.png
420,vs-seeker,gameplay,"Reveals trainers who want a rematch, by showing !! over their heads.  Each use drains the battery; requires 100 steps to charge.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/vs-seeker.png
421,coin-case,gameplay,"Contains the Coins used by the Game Corner, to a maximum of 50,000.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coin-case.png
422,old-rod,gameplay,"Used to find Pokémon on the Old Rod list for an area, which are generally Magikarp or similar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-rod.png
423,good-rod,gameplay,"Used to find Pokémon on the Good Rod list for an area, which are generally mediocre.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/good-rod.png
424,super-rod,gameplay,"Used to find Pokémon on the Super Rod list for an area, which are generally the best available there.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/super-rod.png
425,sprayduck,gameplay,Waters Berry plants.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sprayduck.png
426,poffin-case,gameplay,Contains up to 100 Poffins.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poffin-case.png
427,bicycle,gameplay,"Increases movement speed outside or in caves.  In high gear, allows the trainer to hop over some rocks and ascend muddy slopes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bicycle.png
428,suite-key,event-items,Opens the locked building in the lakeside resort.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/suite-key.png
429,oaks-letter,event-items,Grants access to Flower Paradise and Shaymin.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oaks-letter.png
430,lunar-wing,event-items,"Cures the sailor’s son of his nightmares; no reward, only a side effect of seeing Cresselia.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lunar-wing.png
431,member-card,event-items,Provides access to Newmoon Island and Darkrai.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/member-card.png
432,azure-flute,event-items,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/azure-flute.png
433,ss-ticket,plot-advancement,"Allows passage on a ferry.

The same item is used for different ferries between different games.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ss-ticket.png
434,contest-pass,gameplay,Allows the trainer to enter Contests.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/contest-pass.png
435,magma-stone,plot-advancement,"Causes Heatran to appear at Reversal Mountain.

Unused prior to Black and White 2.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/magma-stone.png
436,parcel,plot-advancement,"Given to the trainer’s rival in Jubilife City.  Contains two Town Maps, one of which is given to the trainer upon delivery.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/parcel.png
437,coupon-1,plot-advancement,One of three coupons needed to receive a Pokétch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coupon-1.png
438,coupon-2,plot-advancement,One of three coupons needed to receive a Pokétch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coupon-2.png
439,coupon-3,plot-advancement,One of three coupons needed to receive a Pokétch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coupon-3.png
440,storage-key,plot-advancement,Grants access to the Team Galactic warehouse in Veilstone City.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/storage-key.png
441,secret-potion,plot-advancement,Required to cure the Psyducks blocking Route 210 of their chronic headaches.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/secret-potion.png
442,griseous-orb,species-specific,"Held by giratina
:   Holder’s dragon and ghost moves have 1.2× their base power.

    Holder is in Origin Forme.

This item cannot be held by any Pokémon but Giratina.  When you enter the Union Room or connect to Wi-Fi, this item returns to your bag.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/griseous-orb.png
443,vs-recorder,gameplay,"Optionally records wireless, Wi-Fi, and Battle Frontier battles.

Tracks Battle Points earned in the Battle Frontier, and stores commemorative prints.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/vs-recorder.png
444,gracidea,event-items,"Used by trainer on a shaymin
:   Changes the target Shaymin from Land Forme to Sky Forme.

    This item cannot be used on a frozen Shaymin or at night.  Sky Forme Shaymin will revert to Land Forme overnight, when frozen, and upon entering a link battle.  This item must be used again to change it back.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gracidea.png
445,secret-key,event-items,"Used by trainer in the Galactic Eterna Building, on the ground floor, to the left of the TV
:   Unlocks the secret rotom room, in which there are five appliances which can change Rotom’s form.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/secret-key.png
446,apricorn-box,gameplay,Stores Apricorns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/apricorn-box.png
447,berry-pots,gameplay,Contains four portable pots of soil suitable for growing berries.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/berry-pots.png
448,squirt-bottle,plot-advancement,"Required to water berries within the berry pots.

Required to battle the sudowoodo on johto route 36.

This item cannot be directly used from the bag.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/squirt-bottle.png
449,lure-ball,apricorn-balls,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon was encountered by fishing, the wild Pokémon’s catch rate is 3× normal.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lure-ball.png
450,level-ball,apricorn-balls,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the trainer’s Pokémon’s level is higher than:

    * four times the wild Pokémon’s, the wild Pokémon’s catch rate is 8× normal.
    * than twice the wild Pokémon’s, the wild Pokémon’s catch rate is 4× normal.
    * the wild Pokémon’s, the wild Pokémon’s catch rate is 2× normal.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/level-ball.png
451,moon-ball,apricorn-balls,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon is a clefairy, nidoran m, nidoran f, jigglypuff, skitty, or any evolution thereof, the wild Pokémon has 4× its catch rate.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/moon-ball.png
